구분번호,대통령,글제목,연설일자,원문보기,연설장소
1310562,이승만,국가보안법(國家保安法) 일부 수정 ,1949-12-25,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264009700040097012064.PDF,국내
1310563,이승만,국민에게 보내는 대통령 특별교서,1949-12-28,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264009800040098012065.PDF,국내
1310564,이승만,조상의 피 받들어 독립권을 애호하자 (송년사) ,1949-12-30,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264009900040099012066.PDF,국내
1310565,이승만,"용기와 신념과 천우로 만난(萬難)을 극복, 1950년을 희망으로 환영 ",1950-01-01,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264010000040100012067.PDF,국내
1310566,이승만,대한청년단원은 국민운동의 중핵 ,1950-01-05,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264010100040101012068.PDF,국내
1310567,이승만,영국(英國)의 중공 승인에 경악 ,1950-01-07,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264010200040102012069.PDF,국내
1310568,이승만,신년사 ,1950-01-11,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264010300040103012070.PDF,국내
1310569,이승만,개헌 공작(工作)에 재고려(再考慮)를 요청 ,1950-01-14,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264010400040104012071.PDF,국내
1310570,이승만,대한(對韓) 경제원조안 부결은 유감 ,1950-01-21,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264010500040105012072.PDF,국내
1310571,이승만,대한(對韓) 원조안 부결에 대하여 ,1950-01-25,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264010600040106012073.PDF,국내
1310572,이승만,개헌을 절대 반대 ,1950-01-27,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264010700040107012074.PDF,국내
1310574,이승만,지방미 반출 방해자는 처벌 ,1950-02-08,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264010900040109012076.PDF,국내
1310573,이승만,개헌에 판단 필요 ,1950-02-08,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264010800040108012075.PDF,국내
1310575,이승만,국회 제출의 개헌안 공고에 제(際)하여 ,1950-02-15,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264011000040110012077.PDF,국내
1310576,이승만,외자도입의 문을 열자 ,1950-02-15,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264011100040111012078.PDF,국내
1310577,이승만,외국 자본을 환영하자 ,1950-02-17,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264011200040112012079.PDF,국내
1310578,이승만,양곡방매(糧穀放賣)에 관민은 협동하라 ,1950-02-01,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264011300040113012080.PDF,국내
1310579,이승만,양곡시책과 당면문제 ,1950-02-01,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264011400040114012081.PDF,국내
1310580,이승만,삼일절 31주년 ,1950-03-01,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264011500040115012082.PDF,국내
1310581,이승만,개헌에 국민투표 ,1950-03-03,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264011600040116012083.PDF,국내
1310582,이승만,국정감사(國政監査) 공개 의도를 의구(疑懼) ,1950-03-04,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264011700040117012084.PDF,국내
